Day_Number,Title,URL,Duration_(ms)
224,"Daily Bible Reading - Tuesday, November 13",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5be35c8021c67c6280e80f94/1541627062581/OYB_November13_2018_mixdown.mp3/original/OYB_November13_2018_mixdown.mp3,883000
225,"Daily Bible Reading - Wednesday, November 14",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5be35d65b8a045717de35802/1541627285675/OYB_November14_2018_mixdown.mp3/original/OYB_November14_2018_mixdown.mp3,847000
226,"Daily Bible Reading - Friday, November 16",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bec8ed8575d1f7a18280d1e/1542229788342/OYB_November16_2018_mixdown.mp3/original/OYB_November16_2018_mixdown.mp3,1098000
227,"Daily Bible Reading - Saturday, November 17",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bec8fc6aa4a992e9a0bd6b1/1542230002415/OYB_November17_2018_mixdown.mp3/original/OYB_November17_2018_mixdown.mp3,903000
228,"Daily Bible Reading - Sunday, November 18",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bec90a521c67c9f67f17575/1542230235492/OYB_November18_2018_mixdown.mp3/original/OYB_November18_2018_mixdown.mp3,919000
229,"Daily Bible Reading - Tuesday, November 20",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bec92621ae6cf2bb691f07f/1542230671105/OYB_November20_2018_mixdown.mp3/original/OYB_November20_2018_mixdown.mp3,791000
230,"Daily Bible Reading - Wednesday, November 21",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bec934a21c67c9f67f1af7f/1542230895896/OYB_November21_2018_mixdown.mp3/original/OYB_November21_2018_mixdown.mp3,854000
231,"Daily Bible Reading - Thursday, November 22",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bf5c6cbf950b77783c3b503/1542833941737/OYB_November21_2018_mixdown.mp3/original/OYB_November21_2018_mixdown.mp3,854000
232,"Daily Bible Reading - Saturday, November 24",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bf5c918562fa7d6bd372e37/1542834536597/OYB_November24_2018_mixdown.mp3/original/OYB_November24_2018_mixdown.mp3,1012000
233,"Daily Bible Reading - Monday, November 26",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bf5cc810e2e72227f4038a1/1542835391371/OYB_November26_2018_mixdown.mp3/original/OYB_November26_2018_mixdown.mp3,1105000
234,"Daily Bible Reading - Tuesday, November 27",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bf5cd676d2a7340e45e7f21/1542835610338/OYB_November27_2018_mixdown.mp3/original/OYB_November27_2018_mixdown.mp3,833000
235,"Daily Bible Reading - Saturday, December 1",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0058f640ec9a97f9d7ba8d/1543526679498/OYB_December1_2018_mixdown.mp3/original/OYB_December1_2018_mixdown.mp3,575000
236,"Daily Bible Reading - Sunday, December 2",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0059ea03ce6416b8c04e71/1543526943133/OYB_December2_2018_mixdown.mp3/original/OYB_December2_2018_mixdown.mp3,883000
237,"Daily Bible Reading - Monday, December 3",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c005ac5cd83662e8ed2b7dd/1543527149945/OYB_December3_2018_mixdown.mp3/original/OYB_December3_2018_mixdown.mp3,684000
238,"Daily Bible Reading - Wednesday, December 5",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c005cadaa4a997ee9c80e58/1543527644384/OYB_December5_2018_mixdown.mp3/original/OYB_December5_2018_mixdown.mp3,753000
239,"Daily Bible Reading - Saturday, December 8",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0840af03ce645426b1570c/1544044780926/OYB_December8_2018_mixdown.mp3/original/OYB_December8_2018_mixdown.mp3,1065000
240,"Daily Bible Reading - Sunday, December 9",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0841820ebbe8086f8e2f7f/1544044991297/OYB_December9_2018_mixdown.mp3/original/OYB_December9_2018_mixdown.mp3,1094000
241,"Daily Bible Reading - Monday, December 10",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0842744d7a9c11deacbc58/1544045220970/OYB_December10_2018_mixdown.mp3/original/OYB_December10_2018_mixdown.mp3,800000
242,"Daily Bible Reading - Tuesday, December 11",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c084352758d46b9411b1019/1544045448559/OYB_December11_2018_mixdown.mp3/original/OYB_December11_2018_mixdown.mp3,878000
243,"Daily Bible Reading - Wednesday, December 12",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c084436352f532792f40790/1544045670688/OYB_December12_2018_mixdown.mp3/original/OYB_December12_2018_mixdown.mp3,766000
244,"Daily Bible Reading - Thursday, December 13",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0f0a18aa4a99f7e98a9e5a/1544489572314/OYB_December13_2018_mixdown.mp3/original/OYB_December13_2018_mixdown.mp3,561000
245,"Daily Bible Reading - Friday, December 14",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0f0b43758d46ceef97c3c7/1544489894642/OYB_December14_2018_mixdown.mp3/original/OYB_December14_2018_mixdown.mp3,752000
246,"Daily Bible Reading - Saturday, December 15",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0f0c4daa4a99f7e98abb41/1544490171635/OYB_December15_2018_mixdown.mp3/original/OYB_December15_2018_mixdown.mp3,943000
247,"Daily Bible Reading - Monday, December 17",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0f0f7ac2241bc51d274a05/1544490993111/OYB_December17_2018_mixdown.mp3/original/OYB_December17_2018_mixdown.mp3,891000
248,"Daily Bible Reading - Tuesday, December 18",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0f1341352f53457caa8e90/1544491914597/OYB_December18_2018_mixdown.mp3/original/OYB_December18_2018_mixdown.mp3,887000
249,"Daily Bible Reading - Wednesday, December 19",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c0f11b3562fa7e00fa1e3ec/1544491556542/OYB_December19_2018_mixdown.mp3/original/OYB_December19_2018_mixdown.mp3,885000
250,"Daily Bible Reading - Thursday, December 20",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c1ac9d24ae237c70a5ed39b/1545259545862/OYB_December20_2018_mixdown.mp3/original/OYB_December20_2018_mixdown.mp3,847000
251,"Daily Bible Reading - Friday, December 21",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c1acad921c67c3cc812bea4/1545259786763/OYB_December21_2018_mixdown.mp3/original/OYB_December21_2018_mixdown.mp3,581000
252,"Daily Bible Reading - Saturday, December 22",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c1acbd86d2a73e0bad1463a/1545260056780/OYB_December22_2018_mixdown.mp3/original/OYB_December22_2018_mixdown.mp3,584000
253,"Daily Bible Reading - Sunday, December 23",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5c1acccb2b6a28b3049721e4/1545260290974/OYB_December23_2018_mixdown.mp3/original/OYB_December23_2018_mixdown.mp3,603000
